Name,ISIN,Distribution Type,Ticker,NAV,As Of,Bid,Price As Of,Share Class Currency,AUM (M),UCITS,Domicile,OCF (%),TER,Asset Class,Sub Asset Class,Region,Location,Share Class,Market,Strategy,Investment Style,Inception Date,Fund Name,Net Assets,Shares Outstanding,ISA Eligibility,Product Methodology,Issuing Company,Benchmark Index,Benchmark Level,SIPP Availability,UK Distributor / Reporting Status,Discrete,,,,,,,,,Annualised,,,,,,,,,,Cumulative,,,,,,,,,,Calendar,,,,,,,,,Portfolio Characteristics,,,,,Characteristics,,,,,,Sustainability Characteristics (MSCI),,,
iShares MSCI Japan ESG Screened UCITS ETF USD (Acc),IE00BFNM3L97,Accumulating,SAJP,5.40,23/Oct/2020,-,23/Oct/2020,USD,183.34,Y,Ireland,-,0.15,Equity,Large/Mid Cap,Asia Pacific,Japan,- ,Developed,Sustainable,Index,19/Oct/2018,iShares MSCI Japan ESG Screened UCITS ETF,"175,103,062.16","32,431,917.00",Yes,Optimised,iShares IV plc,MSCI Japan ESG Screened Index,"2,010.25",Yes,No/Yes,iShares MSCI Japan ESG Screened UCITS ETF USD (Acc),IE00BFNM3L97,19/Oct/2018,-,-,-,-,7.39,30/Sep/2020,iShares MSCI Japan ESG Screened UCITS ETF USD (Acc),IE00BFNM3L97,19/Oct/2018,7.39,-,-,-,-,4.47,30/Sep/2020,iShares MSCI Japan ESG Screened UCITS ETF USD (Acc),IE00BFNM3L97,19/Oct/2018,-0.42,19.92,-,-,-,8.89,30/Sep/2020,iShares MSCI Japan ESG Screened UCITS ETF USD (Acc),IE00BFNM3L97,19/Oct/2018,-,-,-,-,20.73,31/Dec/2019,iShares MSCI Japan ESG Screened UCITS ETF USD (Acc),16.92,1.34,0.00,"44,179.62",-,0.00,0.05,0.00,0.00,-,A,6.57,61.67,Screened
iShares MSCI World ESG Screened UCITS ETF USD (Dist),IE00BFNM3K80,Distributing,SDWD,5.96,23/Oct/2020,-,23/Oct/2020,USD,691.19,Y,Ireland,-,0.20,Equity,Large/Mid Cap,Global,Broad,- ,Developed,Sustainable,Index,19/Oct/2018,iShares MSCI World ESG Screened UCITS ETF,"83,834,712.14","14,068,195.00",Yes,Optimised,iShares IV plc,MSCI World ESG Screened Index,"2,516.63",Yes,No/Yes,iShares MSCI World ESG Screened UCITS ETF USD (Dist),IE00BFNM3K80,19/Oct/2018,-,-,-,-,12.24,30/Sep/2020,iShares MSCI World ESG Screened UCITS ETF USD (Dist),IE00BFNM3K80,19/Oct/2018,12.24,-,-,-,-,10.33,30/Sep/2020,iShares MSCI World ESG Screened UCITS ETF USD (Dist),IE00BFNM3K80,19/Oct/2018,3.07,30.06,-,-,-,21.09,30/Sep/2020,iShares MSCI World ESG Screened UCITS ETF USD (Dist),IE00BFNM3K80,19/Oct/2018,-,-,-,-,28.12,31/Dec/2019,iShares MSCI World ESG Screened UCITS ETF USD (Dist),20.99,2.60,0.00,"325,109.36",1.49,0.00,0.03,0.00,0.00,-,A,6.76,93.36,Screened
iShares MSCI World ESG Screened UCITS ETF USD (Acc),IE00BFNM3J75,Accumulating,SAWD,6.14,23/Oct/2020,-,23/Oct/2020,USD,691.19,Y,Ireland,-,0.20,Equity,Large/Mid Cap,Global,Broad,- ,Developed,Sustainable,Index,19/Oct/2018,iShares MSCI World ESG Screened UCITS ETF,"607,350,849.59","98,995,601.00",Yes,Optimised,iShares IV plc,MSCI World ESG Screened Index,"2,516.63",Yes,No/Yes,iShares MSCI World ESG Screened UCITS ETF USD (Acc),IE00BFNM3J75,19/Oct/2018,-,-,-,-,12.24,30/Sep/2020,iShares MSCI World ESG Screened UCITS ETF USD (Acc),IE00BFNM3J75,19/Oct/2018,12.24,-,-,-,-,10.33,30/Sep/2020,iShares MSCI World ESG Screened UCITS ETF USD (Acc),IE00BFNM3J75,19/Oct/2018,3.08,30.06,-,-,-,21.09,30/Sep/2020,iShares MSCI World ESG Screened UCITS ETF USD (Acc),IE00BFNM3J75,19/Oct/2018,-,-,-,-,28.12,31/Dec/2019,iShares MSCI World ESG Screened UCITS ETF USD (Acc),20.99,2.60,0.00,"325,109.36",-,0.00,0.03,0.00,0.00,-,A,6.76,93.36,Screened
iShares Digital Security UCITS ETF USD (Dist),IE00BG0J4841,Distributing,SHLD,6.85,23/Oct/2020,-,23/Oct/2020,USD,974.23,Y,Ireland,-,0.40,Equity,All Cap,North America,United States,- ,Developed,"Sustainable, Thematic",Index,29/Oct/2018,iShares Digital Security UCITS ETF,"26,779,571.93","3,910,572.00",Yes,Optimised,iShares IV plc,AEX-Index,"2,623.42",Yes,No/Yes,iShares Digital Security UCITS ETF USD (Dist),IE00BG0J4841,29/Oct/2018,-,-,-,-,17.46,30/Sep/2020,iShares Digital Security UCITS ETF USD (Dist),IE00BG0J4841,29/Oct/2018,17.46,-,-,-,-,16.76,30/Sep/2020,iShares Digital Security UCITS ETF USD (Dist),IE00BG0J4841,29/Oct/2018,6.50,31.28,-,-,-,34.58,30/Sep/2020,iShares Digital Security UCITS ETF USD (Dist),IE00BG0J4841,29/Oct/2018,-,-,-,-,28.56,31/Dec/2019,iShares Digital Security UCITS ETF USD (Dist),23.41,3.62,0.00,"21,227.10",1.03,0.00,0.05,0.00,0.00,-,A,5.81,40.76,Screened
iShares World ex-Euro Government Bond Index Fund (IE) Institutional EUR Hedged Accumulating,IE00BGR7K831,Accumulating,-,10.91,22/Oct/2020,10.90,22/Oct/2020,EUR,410.25,Y,Ireland,0.19,-,Fixed Income,Government,Global,Broad,Inst Hedged Acc,Developed,-,Index,19/Nov/2018,iShares World ex-Euro Government Bond Index Fund (IE),"43,186,669.21","3,959,397.17",-,-,BlackRock Asset Management Ireland Limited,FTSE World Government Bond Index (ex-EMU Government Bonds),-,-,-,iShares World ex-Euro Government Bond Index Fund (IE) Institutional EUR Hedged Accumulating,IE00BGR7K831,19/Nov/2018,-,-,-,-,2.90,30/Sep/2020,iShares World ex-Euro Government Bond Index Fund (IE) Institutional EUR Hedged Accumulating,IE00BGR7K831,19/Nov/2018,2.90,-,-,-,-,5.19,30/Sep/2020,iShares World ex-Euro Government Bond Index Fund (IE) Institutional EUR Hedged Accumulating,IE00BGR7K831,19/Nov/2018,4.71,-0.19,-,-,-,9.90,30/Sep/2020,iShares World ex-Euro Government Bond Index Fund (IE) Institutional EUR Hedged Accumulating,IE00BGR7K831,19/Nov/2018,-,-,-,-,3.30,31/Dec/2019,iShares World ex-Euro Government Bond Index Fund (IE) Institutional EUR Hedged Accumulating,0.00,0.00,8.80,0.00,1.67,10.48,-,8.80,-,-,A,6.42,-,-
iShares Asia Property Yield UCITS ETF USD (Acc),IE00BGDPWV87,Accumulating,AYEP,4.74,23/Oct/2020,-,23/Oct/2020,USD,452.71,Y,Ireland,-,0.59,Real Estate,Real Estate Securities,Asia Pacific,Broad,- ,Developed,-,Index,12/Dec/2018,iShares Asia Property Yield UCITS ETF,"5,408,900.42","1,140,435.00",Yes,Replicated,iShares II plc,FTSE EPRA/NAREIT Developed Asia Dividend+ Index,"3,563.49",Yes,No/Yes,iShares Asia Property Yield UCITS ETF USD (Acc),IE00BGDPWV87,12/Dec/2018,-,-,-,-,-16.55,30/Sep/2020,iShares Asia Property Yield UCITS ETF USD (Acc),IE00BGDPWV87,12/Dec/2018,-16.55,-,-,-,-,-3.62,30/Sep/2020,iShares Asia Property Yield UCITS ETF USD (Acc),IE00BGDPWV87,12/Dec/2018,-18.51,11.40,-,-,-,-6.42,30/Sep/2020,iShares Asia Property Yield UCITS ETF USD (Acc),IE00BGDPWV87,12/Dec/2018,-,-,-,-,16.68,31/Dec/2019,iShares Asia Property Yield UCITS ETF USD (Acc),13.86,0.78,0.00,"8,998.90",-,0.00,0.00,0.00,0.00,-,A,5.82,116.34,-
iShares European Property Yield UCITS ETF EUR (Acc),IE00BGDQ0L74,Accumulating,IPRE,4.92,23/Oct/2020,-,23/Oct/2020,EUR,"1,547.88",Y,Ireland,-,0.40,Real Estate,Real Estate Securities,Europe,Broad,- ,Developed,-,Index,12/Dec/2018,iShares European Property Yield UCITS ETF,"59,973,301.44","12,196,947.00",Yes,Replicated,iShares plc,FTSE EPRA/NAREIT Developed Europe ex UK Dividend+ Index,"4,526.77",Yes,No/Yes,iShares European Property Yield UCITS ETF EUR (Acc),IE00BGDQ0L74,12/Dec/2018,-,-,-,-,-12.60,30/Sep/2020,iShares European Property Yield UCITS ETF EUR (Acc),IE00BGDQ0L74,12/Dec/2018,-12.60,-,-,-,-,-0.72,30/Sep/2020,iShares European Property Yield UCITS ETF EUR (Acc),IE00BGDQ0L74,12/Dec/2018,-17.34,9.58,-,-,-,-1.29,30/Sep/2020,iShares European Property Yield UCITS ETF EUR (Acc),IE00BGDQ0L74,12/Dec/2018,-,-,-,-,25.21,31/Dec/2019,iShares European Property Yield UCITS ETF EUR (Acc),9.39,0.91,0.00,"11,808.28",-,0.00,0.00,0.00,0.00,-,AA,7.18,58.81,-
iShares Developed World Index Fund (IE) Class D Dist GBP Hedged,IE00BGL88775,Distributing,-,11.81,22/Oct/2020,11.80,22/Oct/2020,GBP,"11,879.14",Y,Ireland,0.16,-,Equity,All Cap,Global,Broad,Class D Hedged,Developed,-,Index,23/Nov/2018,iShares Developed World Index Fund (IE),"326,036,330.74","27,613,847.48",-,-,BlackRock Asset Management Ireland Limited,MSCI World Net TR Index,-,-,-,iShares Developed World Index Fund (IE) Class D Dist GBP Hedged,IE00BGL88775,23/Nov/2018,-,-,-,-,6.91,30/Sep/2020,iShares Developed World Index Fund (IE) Class D Dist GBP Hedged,IE00BGL88775,23/Nov/2018,6.91,-,-,-,-,10.03,30/Sep/2020,iShares Developed World Index Fund (IE) Class D Dist GBP Hedged,IE00BGL88775,23/Nov/2018,-0.18,26.02,-,-,-,19.38,30/Sep/2020,iShares Developed World Index Fund (IE) Class D Dist GBP Hedged,IE00BGL88775,23/Nov/2018,-,-,-,-,25.68,31/Dec/2019,iShares Developed World Index Fund (IE) Class D Dist GBP Hedged,19.97,2.52,0.00,"304,828.00",1.74,0.00,-,0.00,-,-,A,6.71,156.13,-
iShares Core MSCI Japan IMI UCITS ETF USD (Dist),IE00BFM15T99,Distributing,SJPD,5.41,23/Oct/2020,-,23/Oct/2020,USD,"3,471.41",Y,Ireland,-,0.15,Equity,All Cap,Asia Pacific,Japan,- ,Developed,CORE,Index,06/Dec/2018,iShares Core MSCI Japan IMI UCITS ETF,"8,132,959.41","1,504,136.00",Yes,Optimised,iShares III plc,MSCI Japan Investable Market Index (IMI),"1,390.67",Yes,No/Yes,iShares Core MSCI Japan IMI UCITS ETF USD (Dist),IE00BFM15T99,06/Dec/2018,-,-,-,-,6.73,30/Sep/2020,iShares Core MSCI Japan IMI UCITS ETF USD (Dist),IE00BFM15T99,06/Dec/2018,6.73,-,-,-,-,6.77,30/Sep/2020,iShares Core MSCI Japan IMI UCITS ETF USD (Dist),IE00BFM15T99,06/Dec/2018,-0.91,19.96,-,-,-,12.63,30/Sep/2020,iShares Core MSCI Japan IMI UCITS ETF USD (Dist),IE00BFM15T99,06/Dec/2018,-,-,-,-,19.43,31/Dec/2019,iShares Core MSCI Japan IMI UCITS ETF USD (Dist),16.49,1.27,0.00,"36,544.87",1.86,0.00,0.03,0.00,0.00,-,A,6.13,83.51,-
iShares MSCI Japan SRI UCITS ETF USD (Dist),IE00BGDQ0V72,Distributing,SUJD,5.56,23/Oct/2020,-,23/Oct/2020,USD,393.75,Y,Ireland,-,0.20,Equity,Large/Mid Cap,Asia Pacific,Japan,- ,Developed,Sustainable,Index,06/Dec/2018,iShares MSCI Japan SRI UCITS ETF,"66,207,827.53","11,898,018.00",Yes,Replicated,iShares IV plc,MSCI JAPAN SRI SELECT REDUCED FOSSIL FUEL NET Index,"2,075.88",Yes,No/Yes,iShares MSCI Japan SRI UCITS ETF USD (Dist),IE00BGDQ0V72,06/Dec/2018,-,-,-,-,9.15,30/Sep/2020,iShares MSCI Japan SRI UCITS ETF USD (Dist),IE00BGDQ0V72,06/Dec/2018,9.15,-,-,-,-,8.81,30/Sep/2020,iShares MSCI Japan SRI UCITS ETF USD (Dist),IE00BGDQ0V72,06/Dec/2018,-1.10,14.23,-,-,-,16.58,30/Sep/2020,iShares MSCI Japan SRI UCITS ETF USD (Dist),IE00BGDQ0V72,06/Dec/2018,-,-,-,-,23.65,31/Dec/2019,iShares MSCI Japan SRI UCITS ETF USD (Dist),15.83,1.38,0.00,"34,677.26",1.74,0.00,0.10,0.00,0.00,-,AAA,9.01,49.48,ESG Broad
iShares MSCI EM SRI UCITS ETF USD (Dist),IE00BGDQ0T50,Distributing,SEMD,5.37,23/Oct/2020,-,23/Oct/2020,USD,"1,145.23",Y,Ireland,-,0.25,Equity,Large/Mid Cap,Global,Broad,- ,Emerging,Sustainable,Index,06/Dec/2018,iShares MSCI EM SRI UCITS ETF,"151,372,947.70","28,201,889.00",Yes,Replicated,iShares IV plc,MSCI EM SRI Select Reduced Fossil Fuel Index,"1,350.54",Yes,No/Yes,iShares MSCI EM SRI UCITS ETF USD (Dist),IE00BGDQ0T50,06/Dec/2018,-,-,-,-,3.30,30/Sep/2020,iShares MSCI EM SRI UCITS ETF USD (Dist),IE00BGDQ0T50,06/Dec/2018,3.30,-,-,-,-,4.67,30/Sep/2020,iShares MSCI EM SRI UCITS ETF USD (Dist),IE00BGDQ0T50,06/Dec/2018,-6.79,29.96,-,-,-,8.64,30/Sep/2020,iShares MSCI EM SRI UCITS ETF USD (Dist),IE00BGDQ0T50,06/Dec/2018,-,-,-,-,15.52,31/Dec/2019,iShares MSCI EM SRI UCITS ETF USD (Dist),17.47,1.97,0.00,"53,578.61",2.61,0.00,0.11,0.00,0.00,-,AA,7.49,139.57,ESG Broad
iShares MSCI USA SRI UCITS ETF USD (Dist),IE00BZ173T46,Distributing,SRIL,7.04,23/Oct/2020,-,23/Oct/2020,USD,"4,227.82",Y,Ireland,-,0.20,Equity,Large/Mid Cap,North America,United States,- ,Developed,Sustainable,Index,06/Dec/2018,iShares MSCI USA SRI UCITS ETF,"169,705,137.63","24,121,565.00",Yes,Replicated,iShares IV plc,MSCI USA SRI SELECT REDUCED FOSSIL FUEL NET Index,"3,280.17",Yes,No/Yes,iShares MSCI USA SRI UCITS ETF USD (Dist),IE00BZ173T46,06/Dec/2018,-,-,-,-,22.83,30/Sep/2020,iShares MSCI USA SRI UCITS ETF USD (Dist),IE00BZ173T46,06/Dec/2018,22.83,-,-,-,-,22.04,30/Sep/2020,iShares MSCI USA SRI UCITS ETF USD (Dist),IE00BZ173T46,06/Dec/2018,13.27,36.77,-,-,-,43.52,30/Sep/2020,iShares MSCI USA SRI UCITS ETF USD (Dist),IE00BZ173T46,06/Dec/2018,-,-,-,-,31.89,31/Dec/2019,iShares MSCI USA SRI UCITS ETF USD (Dist),24.16,4.42,0.00,"202,144.46",1.04,0.00,0.02,0.00,0.00,-,AA,8.38,54.58,ESG Broad
iShares MSCI Europe SRI UCITS ETF EUR (Dist),IE00BGDPWW94,Distributing,ISED,5.58,23/Oct/2020,-,23/Oct/2020,EUR,"2,270.65",Y,Ireland,-,0.20,Equity,Large Cap,Europe,Broad,- ,Developed,Sustainable,Index,06/Dec/2018,iShares MSCI Europe SRI UCITS ETF,"279,478,715.00","50,123,642.00",Yes,Optimised,iShares II plc,MSCI EUROPE SRI SELECT REDUCED FOSSIL FUEL NET Index,"2,404.35",Yes,No/Yes,iShares MSCI Europe SRI UCITS ETF EUR (Dist),IE00BGDPWW94,06/Dec/2018,-,-,-,-,1.09,30/Sep/2020,iShares MSCI Europe SRI UCITS ETF EUR (Dist),IE00BGDPWW94,06/Dec/2018,1.09,-,-,-,-,11.00,30/Sep/2020,iShares MSCI Europe SRI UCITS ETF EUR (Dist),IE00BGDPWW94,06/Dec/2018,-4.99,17.22,-,-,-,20.88,30/Sep/2020,iShares MSCI Europe SRI UCITS ETF EUR (Dist),IE00BGDPWW94,06/Dec/2018,-,-,-,-,29.63,31/Dec/2019,iShares MSCI Europe SRI UCITS ETF EUR (Dist),18.49,2.25,0.00,"63,873.71",1.87,0.00,0.00,0.00,0.00,-,AAA,9.08,59.46,ESG Broad
iShares UK Credit Bond Index Fund (IE) D GBP Distributing,IE00BGWKS388,Distributing,-,54.38,22/Oct/2020,54.17,22/Oct/2020,GBP,471.30,Y,Ireland,0.10,-,Fixed Income,Credit,Europe,United Kingdom,Class D,Developed,-,Index,02/Jan/2019,iShares UK Credit Bond Index Fund (IE),"295,024,878.15","5,424,812.58",-,-,BlackRock Asset Management Ireland Limited,iBoxx Sterling Non-Gilts Index,-,-,-,iShares UK Credit Bond Index Fund (IE) D GBP Distributing,IE00BGWKS388,02/Jan/2019,-,-,-,-,4.02,30/Sep/2020,iShares UK Credit Bond Index Fund (IE) D GBP Distributing,IE00BGWKS388,02/Jan/2019,4.02,-,-,-,-,7.87,30/Sep/2020,iShares UK Credit Bond Index Fund (IE) D GBP Distributing,IE00BGWKS388,02/Jan/2019,4.68,8.22,-,-,-,14.12,30/Sep/2020,iShares UK Credit Bond Index Fund (IE) D GBP Distributing,IE00BGWKS388,02/Jan/2019,-,-,-,-,-,31/Dec/2019,iShares UK Credit Bond Index Fund (IE) D GBP Distributing,9.06,0.77,7.95,0.00,2.51,10.89,-,7.99,-,-,A,6.80,114.05,-
iShares $ Corp Bond 0-3yr ESG UCITS ETF EUR Hedged (Acc),IE00BG5QQ390,Accumulating,IU0E,5.16,23/Oct/2020,-,23/Oct/2020,EUR,52.69,Y,Ireland,-,0.17,Fixed Income,Credit,Global,Broad,Hedged,Developed,"Currency Hedged, Sustainable",Index,09/Jan/2019,iShares $ Corp Bond 0-3yr ESG UCITS ETF,"14,573,787.73","2,822,388.00",Yes,Sampled,iShares II plc,Bloomberg Barclays MSCI US Corporate 0-3 Sustainable SRI Index,119.89,Yes,No/Yes,iShares $ Corp Bond 0-3yr ESG UCITS ETF EUR Hedged (Acc),IE00BG5QQ390,09/Jan/2019,-,-,-,-,1.77,30/Sep/2020,iShares $ Corp Bond 0-3yr ESG UCITS ETF EUR Hedged (Acc),IE00BG5QQ390,09/Jan/2019,1.77,-,-,-,-,1.80,30/Sep/2020,iShares $ Corp Bond 0-3yr ESG UCITS ETF EUR Hedged (Acc),IE00BG5QQ390,09/Jan/2019,1.72,2.77,-,-,-,3.13,30/Sep/2020,iShares $ Corp Bond 0-3yr ESG UCITS ETF EUR Hedged (Acc),IE00BG5QQ390,09/Jan/2019,-,-,-,-,-,31/Dec/2019,iShares $ Corp Bond 0-3yr ESG UCITS ETF EUR Hedged (Acc),11.52,0.98,1.34,0.00,-,1.38,2.88,1.34,0.66,-,A,6.83,49.17,ESG Broad
iShares Electric Vehicles and Driving Technology UCITS ETF USD (Acc),IE00BGL86Z12,Accumulating,ECAR,5.79,23/Oct/2020,-,23/Oct/2020,USD,164.91,Y,Ireland,-,0.40,Equity,All Cap,Global,Broad,- ,Developed,"Sustainable, Thematic",Index,20/Feb/2019,iShares Electric Vehicles and Driving Technology UCITS ETF,"164,913,864.82","28,500,000.00",Yes,Optimised,iShares IV plc,STOXX Global Electric Vehicles & Driving Technology NET Index,"2,758.70",Yes,No/Yes,iShares Electric Vehicles and Driving Technology UCITS ETF USD (Acc),IE00BGL86Z12,20/Feb/2019,-,-,-,-,11.76,30/Sep/2020,iShares Electric Vehicles and Driving Technology UCITS ETF USD (Acc),IE00BGL86Z12,20/Feb/2019,11.76,-,-,-,-,4.57,30/Sep/2020,iShares Electric Vehicles and Driving Technology UCITS ETF USD (Acc),IE00BGL86Z12,20/Feb/2019,1.80,52.87,-,-,-,7.46,30/Sep/2020,iShares Electric Vehicles and Driving Technology UCITS ETF USD (Acc),IE00BGL86Z12,20/Feb/2019,-,-,-,-,-,31/Dec/2019,iShares Electric Vehicles and Driving Technology UCITS ETF USD (Acc),17.44,1.39,0.00,"53,650.59",-,0.00,0.02,0.00,0.00,-,BB,4.07,43.83,ESG Thematic
iShares $ Treasury Bond 0-1yr UCITS ETF USD (Dist),IE00BGR7L912,Distributing,IBTU,5.02,23/Oct/2020,-,23/Oct/2020,USD,"6,523.71",Y,Ireland,-,0.07,Fixed Income,Government,North America,United States,- ,Developed,-,Index,20/Feb/2019,iShares $ Treasury Bond 0-1yr UCITS ETF,"158,613,118.87","31,590,726.00",Yes,Sampled,iShares plc,IDC US Treasury Short Term Index,106.82,Yes,No/Yes,iShares $ Treasury Bond 0-1yr UCITS ETF USD (Dist),IE00BGR7L912,20/Feb/2019,-,-,-,-,1.40,30/Sep/2020,iShares $ Treasury Bond 0-1yr UCITS ETF USD (Dist),IE00BGR7L912,20/Feb/2019,1.40,-,-,-,-,1.82,30/Sep/2020,iShares $ Treasury Bond 0-1yr UCITS ETF USD (Dist),IE00BGR7L912,20/Feb/2019,0.90,0.00,-,-,-,2.96,30/Sep/2020,iShares $ Treasury Bond 0-1yr UCITS ETF USD (Dist),IE00BGR7L912,20/Feb/2019,-,-,-,-,-,31/Dec/2019,iShares $ Treasury Bond 0-1yr UCITS ETF USD (Dist),17.09,0.85,0.35,0.00,1.28,0.35,0.90,0.35,0.12,-,A,6.58,8.44,-
iShares $ Treasury Bond 0-1yr UCITS ETF USD (Acc),IE00BGSF1X88,Accumulating,IB01,5.15,23/Oct/2020,-,23/Oct/2020,USD,"6,523.71",Y,Ireland,-,0.07,Fixed Income,Government,North America,United States,- ,Developed,-,Index,20/Feb/2019,iShares $ Treasury Bond 0-1yr UCITS ETF,"3,617,738,769.58","702,841,353.00",Yes,Sampled,iShares plc,IDC US Treasury Short Term Index,106.82,Yes,No/Yes,iShares $ Treasury Bond 0-1yr UCITS ETF USD (Acc),IE00BGSF1X88,20/Feb/2019,-,-,-,-,1.40,30/Sep/2020,iShares $ Treasury Bond 0-1yr UCITS ETF USD (Acc),IE00BGSF1X88,20/Feb/2019,1.40,-,-,-,-,1.83,30/Sep/2020,iShares $ Treasury Bond 0-1yr UCITS ETF USD (Acc),IE00BGSF1X88,20/Feb/2019,0.90,0.00,-,-,-,2.96,30/Sep/2020,iShares $ Treasury Bond 0-1yr UCITS ETF USD (Acc),IE00BGSF1X88,20/Feb/2019,-,-,-,-,-,31/Dec/2019,iShares $ Treasury Bond 0-1yr UCITS ETF USD (Acc),17.09,0.85,0.35,0.00,0.00,0.35,0.90,0.35,0.12,-,A,6.58,8.44,-
iShares $ Treasury Bond 3-7yr UCITS ETF EUR Hedged (Dist),IE00BGPP6473,Distributing,CBUE,5.28,23/Oct/2020,-,23/Oct/2020,EUR,"2,575.13",Y,Ireland,-,0.10,Fixed Income,Government,North America,United States,Hedged,Developed,Currency Hedged,Index,25/Feb/2019,iShares $ Treasury Bond 3-7yr UCITS ETF,"98,906,997.61","18,747,704.00",Yes,Sampled,iShares VII plc,IDC US Treasury 3-7 Year Index,117.84,Yes,No/Yes,iShares $ Treasury Bond 3-7yr UCITS ETF EUR Hedged (Dist),IE00BGPP6473,25/Feb/2019,-,-,-,-,5.26,30/Sep/2020,iShares $ Treasury Bond 3-7yr UCITS ETF EUR Hedged (Dist),IE00BGPP6473,25/Feb/2019,5.26,-,-,-,-,5.63,30/Sep/2020,iShares $ Treasury Bond 3-7yr UCITS ETF EUR Hedged (Dist),IE00BGPP6473,25/Feb/2019,6.12,0.35,-,-,-,9.11,30/Sep/2020,iShares $ Treasury Bond 3-7yr UCITS ETF EUR Hedged (Dist),IE00BGPP6473,25/Feb/2019,-,-,-,-,-,31/Dec/2019,iShares $ Treasury Bond 3-7yr UCITS ETF EUR Hedged (Dist),17.09,0.85,4.56,0.00,1.84,4.76,1.86,4.56,0.37,2.07,A,6.58,8.44,-
iShares $ Treasury Bond 3-7yr UCITS ETF GBP Hedged (Dist),IE00BJJPVP04,Distributing,CBUG,5.36,23/Oct/2020,-,23/Oct/2020,GBP,"2,575.13",Y,Ireland,-,0.10,Fixed Income,Government,North America,United States,Hedged,Developed,Currency Hedged,Index,25/Feb/2019,iShares $ Treasury Bond 3-7yr UCITS ETF,"1,864,515.49","347,580.00",Yes,Sampled,iShares VII plc,IDC US Treasury 3-7 Year Index,117.84,Yes,No/Yes,iShares $ Treasury Bond 3-7yr UCITS ETF GBP Hedged (Dist),IE00BJJPVP04,25/Feb/2019,-,-,-,-,6.21,30/Sep/2020,iShares $ Treasury Bond 3-7yr UCITS ETF GBP Hedged (Dist),IE00BJJPVP04,25/Feb/2019,6.21,-,-,-,-,6.71,30/Sep/2020,iShares $ Treasury Bond 3-7yr UCITS ETF GBP Hedged (Dist),IE00BJJPVP04,25/Feb/2019,6.73,0.65,-,-,-,10.90,30/Sep/2020,iShares $ Treasury Bond 3-7yr UCITS ETF GBP Hedged (Dist),IE00BJJPVP04,25/Feb/2019,-,-,-,-,-,31/Dec/2019,iShares $ Treasury Bond 3-7yr UCITS ETF GBP Hedged (Dist),17.09,0.85,4.56,0.00,1.78,4.76,1.86,4.56,0.37,2.07,A,6.58,8.44,-
iShares $ Treasury Bond 7-10yr UCITS ETF EUR Hedged (Dist),IE00BGPP6697,Distributing,IBB1,5.58,23/Oct/2020,-,23/Oct/2020,EUR,"5,415.21",Y,Ireland,-,0.10,Fixed Income,Government,North America,United States,Hedged,Developed,Currency Hedged,Index,25/Feb/2019,iShares $ Treasury Bond 7-10yr UCITS ETF,"609,167,827.19","109,118,221.00",Yes,Sampled,iShares II plc,IDC US Treasury 7-10 Year Index,124.97,Yes,No/Yes,iShares $ Treasury Bond 7-10yr UCITS ETF EUR Hedged (Dist),IE00BGPP6697,25/Feb/2019,-,-,-,-,8.16,30/Sep/2020,iShares $ Treasury Bond 7-10yr UCITS ETF EUR Hedged (Dist),IE00BGPP6697,25/Feb/2019,8.16,-,-,-,-,9.83,30/Sep/2020,iShares $ Treasury Bond 7-10yr UCITS ETF EUR Hedged (Dist),IE00BGPP6697,25/Feb/2019,10.23,0.53,-,-,-,16.10,30/Sep/2020,iShares $ Treasury Bond 7-10yr UCITS ETF EUR Hedged (Dist),IE00BGPP6697,25/Feb/2019,-,-,-,-,-,31/Dec/2019,iShares $ Treasury Bond 7-10yr UCITS ETF EUR Hedged (Dist),0.00,0.00,7.73,0.00,2.07,8.42,2.21,7.73,0.73,2.12,A,6.58,-,-
iShares $ Treasury Bond 7-10yr UCITS ETF GBP Hedged (Dist),IE00BGPP6580,Distributing,IGTM,5.69,23/Oct/2020,-,23/Oct/2020,GBP,"5,415.21",Y,Ireland,-,0.10,Fixed Income,Government,North America,United States,Hedged,Developed,Currency Hedged,Index,25/Feb/2019,iShares $ Treasury Bond 7-10yr UCITS ETF,"217,448,376.08","38,248,459.00",Yes,Sampled,iShares II plc,IDC US Treasury 7-10 Year Index,124.97,Yes,No/Yes,iShares $ Treasury Bond 7-10yr UCITS ETF GBP Hedged (Dist),IE00BGPP6580,25/Feb/2019,-,-,-,-,9.21,30/Sep/2020,iShares $ Treasury Bond 7-10yr UCITS ETF GBP Hedged (Dist),IE00BGPP6580,25/Feb/2019,9.21,-,-,-,-,11.04,30/Sep/2020,iShares $ Treasury Bond 7-10yr UCITS ETF GBP Hedged (Dist),IE00BGPP6580,25/Feb/2019,10.93,0.83,-,-,-,18.13,30/Sep/2020,iShares $ Treasury Bond 7-10yr UCITS ETF GBP Hedged (Dist),IE00BGPP6580,25/Feb/2019,-,-,-,-,-,31/Dec/2019,iShares $ Treasury Bond 7-10yr UCITS ETF GBP Hedged (Dist),0.00,0.00,7.73,0.00,2.02,8.42,2.21,7.73,0.73,2.12,-,-,-,-
